text_a,label
"""As an undocumented immigrant, you do have constitutional rights here in the United States.""",3
"""I’ve been reducing the number of Democratic"" Texas Senate committee ""chairs since I came in"" as lieutenant governor.",4
"Says popular food and drink items such as Kraft, Pepsi and Nestle use a flavor enhancement company that ""puts aborted baby fetus cells in their food and drinks.""",5
"""Our state has no major rivers to produce big hydropower.""",3
"""About 2 percent of Americans get paid the minimum wage.""",3
"""Toledo … is fourth in the nation behind much bigger cities — Miami, Las Vegas, Portland — in number of human trafficking arrests and rescues.""",4
"Financial conflict-of-interest ""laws don't apply to the president, right? So, the president doesn't have to have a blind trust.""",0
"More than 80 percent of Georgians don’t support legislation to ease gun restrictions in houses of worship, in bars and on campuses.",1
"In Arizona, ""there are only one and a half (Border Patrol) agents per every 10 square miles.""",5
"There are cities and counties in Georgia that don’t have websites, and where elected officials don’t have email addresses.",0
"""America came along as the first country to end (slavery) within 150 years.""",5
Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,2
"""According to the Congressional Budget Office, repealing Obamacare would increase the budget deficit.""",3
"Says ""former Democrat Kelli Ward attacked President Trump's plans to crack down on illegal immigration, saying Trump was making a mistake.""",4
"""One out of every 30 people in the Greater Boston area is an illegal alien.""",0
"""Since the fourth quarter of last year until most recently, we've added almost 50,000 jobs in the coal sector. In the month of May alone, almost 7,000 jobs.""",4
"The House Zika bill ""limits access to birth control services needed to help curb the spread of the virus"" in Puerto Rico.",1
"""In Ohio, more than half the providers of safe and legal abortion have had to shut down"" since Gov. John Kasich took office in 2011.",1
Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks.,2
"After enactment of the Republican tax bill, ""school teachers can no longer deduct the cost of their classroom supplies on their taxes.""",5
"Tim Kaine supported ""higher energy costs for families.""",4
Says longstanding Food and Drug Administration regulations “created barriers to the private industry creating a test quickly” for the coronavirus.,0
"""Here in Florida, despite 14 school shootings in eight years, we still have some of the weakest gun laws in the nation.""",4
"The United States ""won every major battle"" of the Vietnam War. ""Every single one.""",1
"""If you were a Muslim, you could come in, if you were a Christian, it was impossible.""",5
President Obama is a Muslim.,2
"""The total (state) payroll has gone down. The total amount of the number of workers in the state has gone down. I like the fact that the bulk of that is just by retirements.""",1
"""Handel endorsed gay adoption"" in 2003 when she was running for chairwoman of the Fulton County Commission.",4
"Says in the last five years ""Senate Republicans have placed a filibuster on every piece of legislation and every nominee.""",5
"""60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.""",3
"Says ""Snoop Dogg arrested for conspiracy after talking about his ‘murder Trump’ video.""",2
"""We’re the Sunshine State, and we’re hardly doing any solar energy production.""",3
"""98 percent of American families"" make ""under $250,000 a year.""",0
Says a video shows Greta Thunberg firing a rifle.,5
"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""",0
"""If you look at what we’ve done over the last several years, the crime rate has actually gone down in [Providence] and . . . the number of shootings has been going down.""",1
"Says Mark Zuckerberg invented the word ""BFF,"" and if it doesn’t appear green after you type it in a Facebook comment, your account has been hacked.",2
"""Governor Evers' budget would increase property taxes by the largest amount in a decade""",1
""" 'Scary' fact about our national debt. In 1791 it was $75 million. Today, it rises by that amount in about an hour.""",1
"""ISIS camp a few miles from Texas, Mexican authorities confirm.""",5
"A bill supported by Gov. Scott Walker makes it ""so that drunk drivers who kill have an easier time of it.""",4
"""It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.""",5
"""Today there are more men and women out of work in America than there are people working in Canada.""",5
"""He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.""",0
"""Voted the ‘best specialty plate in America’""",4
"Takes credit for ""reining in"" state spending when he was governor.",5
"On investigating during the Supreme Court confirmation process, ""The FBI doesn’t do that.""",5
Says Rick Perry is a 25-year incumbent.,4
"""The Public Employee Retirement System is making more millionaires than the Oregon state lottery.""",1
"Says Texas charter schools ""get 100% state $/pupil funding while district schools (95% students) get about 1/3 funding from state w/ rest coming from local prop taxes (which is why those taxes are so high). Districts getting less b/c scarce $ going to charters.""",3
"""No Republicans voted for"" recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. ""These taxes were all passed under … Obamacare.""",2
"""For each $1 billion in infrastructure investment, 42,000 jobs are created.""",1
"""A single immigrant can bring in unlimited numbers of distant relatives.""",4
"Says Romney tax plan ""could take away middle-class deductions for child care, mortgages and college tuition.""",4
"""The best evidence is that you lose -- if you use marijuana as a teenager regularly -- eight IQ points.""",1
"""Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Scott DesJarlais's (TN-04) Republican Majority.""",2
