text_a,label,entity
"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",1,"georgia-department-transportation,unk,none,unk,jobs"
The presidents own advisers have said theres a war on coal.,0,"mitch-mcconnell,senate minority leader,republican,kentucky,energy,jobs"
"Because of the new health care law, 17 million kids can no longer be denied for a pre-existing condition.",0,"barack-obama,president,democrat,illinois,health-care,job-accomplishments,message-machine-2012"
Says Hillary Clinton is proposing destroying Medicare for seniors.,1,"donald-trump-jr,unk,republican,unk,health-care,medicare"
On supporting winner of Democratic primary with her superdelegate vote.,1,"martha-laning,unk,democrat,unk,elections,states"
The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.,3,"lawrence-odonnell,unk,none,unk,health-care,pundits"
A bill to advance the Keystone XL Pipeline is an earmark under House rules.,1,"alan-grayson,u.s. house of representatives,democrat,florida,climate-change,congressional-rules,environment,federal-budget,infrastructure"
Says Rick Scott thinks employers should be able to deny women coverage for birth control.,3,"charlie-crist,unk,democrat,florida,abortion,government-regulation,health-care,supreme-court,women"
Florida is the first state requiring drug testing to receive welfare!,1,"chain-email,unk,none,unk,drugs,poverty"
Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,1,"donald-trump,president-elect,republican,new york,small-business,taxes"
"A lot of people who go into prison straight, and when they come out theyre gay.",1,"ben-carson,unk,republican,unk,criminal-justice,sexuality"
"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",5,"colorado-democratic-party,unk,democrat,colorado ,education"
The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,1,"michele-bachmann,congresswoman,republican,minnesota,foreign-policy"
Michael Bennet cast the deciding vote for the stimulus and the health care bill.,0,"national-republican-senatorial-committee,unk,republican,unk,health-care,history,message-machine,stimulus"
White people control almost 90 percent of the nations wealth.,5,"starbucks,unk,none,unk,income,population,wealth"
200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,1,"vince-megna,attorney in private practice,none,wisconsin,consumer-safety,legal-issues"
Congress Approves Bill Offering Free Cars To Welfare Recipients.,4,"americannewscom,unk,none,unk,welfare"
Wisconsin is not walking away from a dime in federal funds by rejecting the Obamacare Medicaid expansion.,0,"kitty-rhoades,unk,republican,unk,federal-budget,health-care,medicaid,state-budget"
"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.",1,"oregon-health-authority,unk,none,unk,children,public-health"
"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.",3,"wendy-davis,state senator,democrat,texas,candidates-biography,crime,criminal-justice,legal-issues"
"The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.",3,"james-clyburn,u.s. representative,democrat,south carolina,diversity,history,states"
The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.,3,"robin-vos,wisconsin assembly speaker,republican,wisconsin,economy,guns,sports"
Weve now gained private sector jobs 12 months in a row.,3,"tim-kaine,u.s. senator,democrat,virginia,economy,job-accomplishments,jobs"
George Bush sent people to war without body armor.,3,"hillary-clinton,presidential candidate,democrat,new york,iraq"
"Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto out-of-state, unregulated private companies.",3,"committee-protect-florida,unk,none,florida,housing"
Ch Guevara wrote extensively about the superiority of white Europeans over people of African descent.,0,"marco-rubio,u.s. senator,republican,florida,diversity,history"
"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.",3,"united-fair-economy,liberal advocacy group,none,massachusetts,families,income,labor,workers"
Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.,4,"lena-taylor,state senator, district 4,democrat,wisconsin,labor,state-budget"
Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,1,"rush-limbaugh,radio host,none,unk,congress,foreign-policy"
"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",4,"michele-bachmann,congresswoman,republican,minnesota,health-care"
Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.,2,"rush-limbaugh,radio host,none,unk,legal-issues"
We actually have not required in this law that you carry health insurance.,0,"debbie-wasserman-schultz,u.s. representative, florida district 23,democrat,florida,health-care"
States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,4,"bob-mcdonnell,governor,republican,virginia,health-care"
SaysTom Cotton voted against preparing America for pandemics like Ebola.,0,"mark-pryor,u.s. senator,democrat,arkansas,ebola,message-machine-2014,public-health,voting-record"
"Since President Obama took full control of Washington every single day, more than 1,500 of our jobs have been lost.",0,"national-republican-congressional-committee,unk,republican,unk,economy,jobs,message-machine-2012"
"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",4,"facebook-posts,social media posting,none,unk,health-care"
"The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics.",3,"barack-obama,president,democrat,illinois,immigration"
Says former state Sen. Kelli Ward wanted to ban our intelligence agencies from operating in Arizona.,0,"arizona-grassroots-action-pac,unk,none,unk,homeland-security"
"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.",2,"kathy-castor,member, u.s. house of representatives,democrat,florida,children,education,federal-budget,poverty"
Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out.,0,"national-republican-congressional-committee,unk,republican,unk,deficit,federal-budget"
"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.",1,"chain-email,unk,none,unk,legal-issues,religion"
"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.",4,"tim-pawlenty,unk,republican,unk,federal-budget,workers"
"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.",3,"erika-sanzi,homemaker,activist,rhode island,children,diversity,education"
"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.",1,"keith-olbermann,political commentator,none,unk,military,pundits"
"Says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail.",3,"mark-neumann,developer and homebuilder,republican,wisconsin,drugs,federal-budget,health-care,sexuality"
On the Cuba embargo.,1,"hillary-clinton,presidential candidate,democrat,new york,congress,florida,foreign-policy,trade"
Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,1,"hillary-clinton,presidential candidate,democrat,new york,debt,education,federal-budget,taxes"
